vulnerability_id,file_path,cwe_id,fix_commit_hash,fix_commit_message,original_commit_message,vulnerability_type,created_at,repository
commit-e842b972a94213ed9254805babd3dd8e1e5681ce,frontend/package.json,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Move typescript into runtime dependencies,XSScross-ssitesscripting,2025-05-14 07:50:32,juice_shop_security_analysis
commit-c80a93ba798c530f74585a2d24db56fbc0a7f736,frontend/src/app/about/about.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Add (dummy) Feedback slideshow and social links,XSScross-ssitesscripting,2025-05-14 07:50:33,juice_shop_security_analysis
commit-0e4fa0dbedabf6b98f8a87822b9b38829f88b15b,frontend/src/app/administration/administration.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Created administration component,XSScross-ssitesscripting,2025-05-14 07:50:33,juice_shop_security_analysis
commit-f6c3171730a6212e662eeb4ac3ebe0b2f8568817,frontend/src/app/login/login.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Apply i18n to Angular components (for #682),XSScross-ssitesscripting,2025-05-14 07:50:34,juice_shop_security_analysis
commit-b94cf05cc9e9f35229d3e62feb2ac9daee0e8b39,frontend/src/app/navbar/languages.ts,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,"Update language tags for ""lab""-status (Flask icon for all with <85% translation rate on CrowdIn)",XSScross-ssitesscripting,2025-05-14 07:50:35,juice_shop_security_analysis
commit-dfe0493e5e77dd0f0200c0408ba6f2ca243dcf18,frontend/src/app/register/register.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Mark submit button for all forms (does not solve #753 on its own!),XSScross-ssitesscripting,2025-05-14 07:50:35,juice_shop_security_analysis
commit-dc99380b0f39d11d6d5ef4b552650c8d4188ee4a,frontend/src/app/token-sale/token-sale.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Add layout containers for Tokensale page,XSScross-ssitesscripting,2025-05-14 07:50:35,juice_shop_security_analysis
commit-ffdd00358d9c4beb4bf13b6c64e35a60a8ff4b4b,routes/b2bOrder.js,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Simplify Swagger doc and (partially) assemble confirmation,XSScross-ssitesscripting,2025-05-14 07:50:37,juice_shop_security_analysis
commit-f860a4cab7fad0803c8a4527a15b78f250350470,test/e2e/_sharedSpec.js,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Refactor login hook and re-enable success check,XSScross-ssitesscripting,2025-05-14 07:50:37,juice_shop_security_analysis
commit-f3f7a81f316ada34609e1220fb0be4f602b49b82,test/server/premiumRewardSpec.js,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,Merge branch 'develop' into usernameXss,Make use of `userContext`,XSScross-ssitesscripting,2025-05-14 07:50:38,juice_shop_security_analysis
commit-ff6bef34001f134d00aff2b008f6fd3491b398b9,README.md,CWE-79,683cc668361e4060a3d9e017962fb485be253d2a,Add jquery dependency for XSS demo and update xss link with img,Switch back to node 10 as default version,XSScross-ssitesscripting,2025-05-14 07:50:39,juice_shop_security_analysis
commit-e513867c6a30a5bd5ac299335e7027509831daa7,frontend/src/index.html,CWE-79,683cc668361e4060a3d9e017962fb485be253d2a,Add jquery dependency for XSS demo and update xss link with img,Set up upgrade branch,XSScross-ssitesscripting,2025-05-14 07:50:39,juice_shop_security_analysis
commit-36b5562cbb94f8de99d28d072dfb25da3e8e619f,data/static/challenges.yml,CWE-352,08cd87c9cb5384baaac235338a8d7c3f9ba582cd,"Clarify approach needed for ""CSRF"" challenge",Remove old AngularJS UI,CSRFcross-ssitesrequestsforgery,2025-05-14 07:50:40,juice_shop_security_analysis
commit-daf3ffa8c4d1da1be5502edb8cc5d41f21e6fb6c,test/api/feedbackApiSpec.js,CWE-79,0425d7360d3b7da0d2b36ee3b8c033f946763e64,Replace all XSS payloads with <iframe>,Retrieve captcha before feedback API tests,XSScross-ssitesscripting,2025-05-14 07:50:40,juice_shop_security_analysis
commit-fa95d12017e1a7c496d174b553430ed31b4bb836,test/e2e/contactSpec.js,CWE-79,25b4a7f547bba77a726900c60afa09c2ed8cfcfd,Fix XSS Tier 4 e2e test presumably,Fix XSS Tier 4 e2e test (by waiting for payload <iframe> to vanish from DOM),XSScross-ssitesscripting,2025-05-14 07:50:41,juice_shop_security_analysis
commit-e085416451d897c00f99d5da4d17c26a90d05c9a,protractor.conf.js,CWE-79,fa95d12017e1a7c496d174b553430ed31b4bb836,Fix XSS Tier 4 e2e test,Add blank line at the end,XSScross-ssitesscripting,2025-05-14 07:50:41,juice_shop_security_analysis
commit-f4ab79019a10d65c003f5d69fe6287bf9a3ce965,test/e2e/contactSpec.js,CWE-79,dcde0323c37412d4545056f3356b6d5298620f59,Disable XSS Tier 4 end-to-end test,butchered test legibility for alert handling to work,XSScross-ssitesscripting,2025-05-14 07:50:41,juice_shop_security_analysis
commit-fc6d955dd9924527876995f9284cb190d245caac,test/e2e/contactSpec.js,CWE-79,c03071c6eb72ea2cfb67d4db55571f0d1f3bfb14,Fix deleting XSS comment from admin page,Renabled e2e specs for weird-crypto; typosquatting and captcha-bypass,XSScross-ssitesscripting,2025-05-14 07:50:41,juice_shop_security_analysis
commit-c72506585ab69f4c0ab36df81e4dbfdfef488b8e,test/e2e/registerSpec.js,CWE-79,64059e1070621f91fd4db68de5f64e64fa219a6f,Close XSS alert popups correctly during e2e test run,Expect same XSS attack string for all four tiers (removing any guesswork of which tier has actually which number),XSScross-ssitesscripting,2025-05-14 07:50:42,juice_shop_security_analysis
commit-a7deff5d75b14b6d349039011951191e2e3f6799,frontend/src/app/search-result/search-result.component.spec.ts,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,Use backticks (`) in all XSS payloads,Added tests for search-result component and corrected test in basket component,XSScross-ssitesscripting,2025-05-14 07:50:43,juice_shop_security_analysis
commit-e4dd6563d2e663e4632388bed280c1960cc0e0d0,frontend/src/app/search-result/search-result.component.ts,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,Use backticks (`) in all XSS payloads,Condense layout of product details overlay,XSScross-ssitesscripting,2025-05-14 07:50:44,juice_shop_security_analysis
commit-1e8cbde7796e1e4f3cdd325c6a99e16b75d3f8a6,lib/startup/registerWebsocketEvents.js,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,Use backticks (`) in all XSS payloads,Extracted WebSocket registration,XSScross-ssitesscripting,2025-05-14 07:50:44,juice_shop_security_analysis
commit-94cf846a98fde927e4016afb84c3fe7141420105,test/e2e/searchSpec.js,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,Use backticks (`) in all XSS payloads,Modified spec for christmas special,XSScross-ssitesscripting,2025-05-14 07:50:45,juice_shop_security_analysis
commit-af27a6c601f54e35fa11c740d90a3a7240b954b4,data/static/challenges.yml,CWE-79,2dea370ba8301dc219cbbab44a5ebe1d4ddd6c84,Reenable XSS Tier 0 challenge,"Change "" into ' in expected XSS payloads",XSScross-ssitesscripting,2025-05-14 07:50:45,juice_shop_security_analysis
commit-9166babc16ee11e8956c8703368da4ae6acef624,frontend/src/app/track-order/track-order.component.html,CWE-79,2dea370ba8301dc219cbbab44a5ebe1d4ddd6c84,Reenable XSS Tier 0 challenge,Set up track-order component and track-result component,XSScross-ssitesscripting,2025-05-14 07:50:45,juice_shop_security_analysis
commit-d2a618be3a265f55846dd472e54e5aca5f9c2e6b,data/static/xchallenges.yml,CWE-79,f6da4e95f07a74cfdb730c118b4b84bef273509e,Fix expected XSS payloads in challenge descriptions,Remove XSS5 challenge for now,XSScross-ssitesscripting,2025-05-14 07:50:46,juice_shop_security_analysis
commit-76f60f113bac70ffca73be9a52fc22226df3d808,test/e2e/searchSpec.js,CWE-79,cccac2ada412309eef313dcede2007af1b531dad,Disable XSS1 e2e test,Reduce commented-out code to minimum,XSScross-ssitesscripting,2025-05-14 07:50:47,juice_shop_security_analysis
commit-f782114c8d15f8556620bc981b4af315171d344b,models/product.js,CWE-79,6f3f4bd6077bcfee3b660e90de6ad81fa9b30250,Re-enable challenges XSS2-4,Transpile server-side code into ES6/7 with lebab (unsafe transforms),XSScross-ssitesscripting,2025-05-14 07:50:47,juice_shop_security_analysis
commit-f7d383f98a7e4c173d0180eddd8ccb67669d59da,data/static/challenges.yml,CWE-79,73229b35c4e39f7ef6071f42cc51fc8471950466,Rename into httpHeaderXssChallenge,Shorten security policy challenge description,XSScross-ssitesscripting,2025-05-14 07:50:49,juice_shop_security_analysis
commit-e0d0b0945b72621b297d143093096d7ab5679a9b,config/fbctf.yml,CWE-79,9871563a8be575c0f279b3c8b9441dd1795d2748,Rename challenge into httpHeaderXssChallenge,Escalate self-XSS challenge,XSScross-ssitesscripting,2025-05-14 07:50:49,juice_shop_security_analysis
commit-dc95232c5be4069131fb7fc5fdb30635d6404658,test/e2e/restApiSpec.js,CWE-79,420e943a39257601c616dc08e920031cdace356a,Harmonize attack string for XSS5,Attempt 1sec wait after product change,XSScross-ssitesscripting,2025-05-14 07:50:49,juice_shop_security_analysis
commit-fa61f1c2dbf4a35bdbe901c491b5ad1164628c24,README.md,CWE-79,e64d05e7298a0f807e38ffdb8d9e75026e42f8c0,Fix link to XSS documentation,Simplify footnotes,XSScross-ssitesscripting,2025-05-14 07:50:50,juice_shop_security_analysis
commit-5565e4456734d6ab9e290b90b1b203857eafdc09,test/e2e/trackingOrderSpec.js,CWE-79,68005b2c2bd1765d934af00be063356b7c9f3af1,fixes for xss0,initial test suite for old xss,XSScross-ssitesscripting,2025-05-14 07:50:51,juice_shop_security_analysis
commit-bd4f6cc131ace9087b8a85e3eeec14f8c98ac629,app/js/services/TrackOrderService.js,CWE-79,5565e4456734d6ab9e290b90b1b203857eafdc09,initial test suite for old xss,Updated hashPrefix in app.js,XSScross-ssitesscripting,2025-05-14 07:50:51,juice_shop_security_analysis
commit-ca6cbc6062378500caf6d26e0f37f042f7c4b1eb,.nsprc,SECURITY-FIX,9c1f1a088c4d2a798abab24a9f4039626d002231,Ignore NodeSecurity issue 577,Remove comments (removal when parsing currently buggy on nodesecurity/nsp's end),,2025-05-14 07:50:52,juice_shop_security_analysis
commit-e9676e5a58590462ac69a2e29e6e6d4c2147ba22,routes/trackOrder.js,CWE-79,9769420adc9392650c8de176aa1a82b883a40470,Changes for xss challenge,Add reflected XSS challenge,XSScross-ssitesscripting,2025-05-14 07:50:53,juice_shop_security_analysis
commit-6c4fe0996fe8e93f479e76635250b49b8b3076a6,app/i18n/en.json,CWE-79,e9676e5a58590462ac69a2e29e6e6d4c2147ba22,Add reflected XSS challenge,Add I18N infrastructure,XSScross-ssitesscripting,2025-05-14 07:50:53,juice_shop_security_analysis
commit-cf993b74804f8ed4805bc3b2e78e46eb724ca5d1,app/views/TrackOrder.html,CWE-79,e9676e5a58590462ac69a2e29e6e6d4c2147ba22,Add reflected XSS challenge,Add Order Dashboard,XSScross-ssitesscripting,2025-05-14 07:50:54,juice_shop_security_analysis
commit-edecd7e90ff8b20b8cc24e373de753dedd7ed22a,server.js,CWE-79,e9676e5a58590462ac69a2e29e6e6d4c2147ba22,Add reflected XSS challenge,Add premium paywall challenge (resolves #251),XSScross-ssitesscripting,2025-05-14 07:50:54,juice_shop_security_analysis
commit-4c4fe4a1ed5748f281afc9329feb457b1c028cee,data/static/challenges.yml,CWE-502,eb4a0b537983b85706728f1ee88067300ccffc89,"Rename ""Deserialization"" category into ""Insecure Deserialization""",Moved json files to yml,deserialization,2025-05-14 07:50:54,juice_shop_security_analysis
commit-af5dfc11265014f780ba31b7b696f55be3d9ea67,server.js,CWE-362,a7642e0c7d5a1ac99b7bf251865b2d370c0da78c,Await datacreator to avoid race condition,Separate server startup script from surrounding actions,racescondition,2025-05-14 07:50:55,juice_shop_security_analysis
commit-efd6cfdf5f2878a5d5f4853bc3495e6e3150fefc,models/user.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,Expect same XSS attack string for all four tiers,Fixed model formatting,XSScross-ssitesscripting,2025-05-14 07:50:56,juice_shop_security_analysis
commit-c30003a1bbe49b526b8a23d28dad493e81b70c7f,test/api/feedbackApiSpec.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,Expect same XSS attack string for all four tiers,Migrate feedback API tests to frisby2,XSScross-ssitesscripting,2025-05-14 07:50:57,juice_shop_security_analysis
commit-289492d5097fba480ac4b46b8a7c572f37183cf2,test/api/searchApiSpec.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,Expect same XSS attack string for all four tiers,Separate Product API and Search tests,XSScross-ssitesscripting,2025-05-14 07:50:57,juice_shop_security_analysis
commit-a92b5eae543b343d7eb2372effbcdc7d0fbeb765,test/api/userApiSpec.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,Expect same XSS attack string for all four tiers,Fix test expectations according to epilogue - expect 201 on POST - expect no API resource listing - expect 500 instead of 200+JSON-error for unmapped entity,XSScross-ssitesscripting,2025-05-14 07:50:57,juice_shop_security_analysis
commit-513e982a2789414c3150969418e50c0a7070ae34,.gitignore,SECURITY-FIX,44e3f90926c1e60e04b0a93e4b40171c8cbda297,Add missing WASPY product image (Hot-Hotfix Release!),Add quiet mode,,2025-05-14 07:50:59,juice_shop_security_analysis
commit-f04246f9bef369ea727dd1670b27b1bf9cb2e84e,bower.json,SECURITY-FIX,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,Add WASPY Award 2017 Nomination product (Hotfix Release!),Update dependencies,,2025-05-14 07:51:02,juice_shop_security_analysis
commit-ffc358ddb91b80f14591482528a1b2c4fcfa7902,node6.df,SECURITY-FIX,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,Add WASPY Award 2017 Nomination product (Hotfix Release!),"Use dedicated ""juiceshop"" user",,2025-05-14 07:51:02,juice_shop_security_analysis
commit-cb45ce0efd07cc2e8342c0233a77f5927e16b0ab,node8.df,SECURITY-FIX,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,Add WASPY Award 2017 Nomination product (Hotfix Release!),Add Node 8 support for Docker (for #332),,2025-05-14 07:51:02,juice_shop_security_analysis
commit-ff2ed46725bae6b1405209e4e8a55296ea61a0dc,package.json,SECURITY-FIX,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,Add WASPY Award 2017 Nomination product (Hotfix Release!),Add store customization feature (#289) resolves #277,,2025-05-14 07:51:03,juice_shop_security_analysis
commit-a3c6f26b16a340a3b2bf0c87db499095625f86cd,models/feedback.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,Switch XSS3 and XSS4 attack strings (to match with difficulty sort order),Add zero star challenge,XSScross-ssitesscripting,2025-05-14 07:51:03,juice_shop_security_analysis
commit-df21f8cf3d26c60558881d6b10f1d18d18337cb1,test/client/basketControllerSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,Switch XSS3 and XSS4 attack strings (to match with difficulty sort order),Add more edge case tests (kills some surviving mutants),XSScross-ssitesscripting,2025-05-14 07:51:04,juice_shop_security_analysis
commit-a33e19ba64a811fb2ae8cc2f3083582023e3f872,test/client/feedbackControllerSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,Switch XSS3 and XSS4 attack strings (to match with difficulty sort order),extracted 100% covered controller tests,XSScross-ssitesscripting,2025-05-14 07:51:04,juice_shop_security_analysis
commit-a25885a72383591306b54b8a3acb578ed5689a39,test/client/searchresultControllerSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,Switch XSS3 and XSS4 attack strings (to match with difficulty sort order),added/separated some more tests,XSScross-ssitesscripting,2025-05-14 07:51:05,juice_shop_security_analysis
commit-ada4efdb19c15bf36bfd2f139027cf54aaf21a2a,test/server/feedbackApiSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,Switch XSS3 and XSS4 attack strings (to match with difficulty sort order),Remove /*jslint*/ hints,XSScross-ssitesscripting,2025-05-14 07:51:05,juice_shop_security_analysis
commit-f8024cc9d43706695f4bb0e9db0260fc140561da,Gruntfile.js,SECURITY-FIX,eb61544c2d1e21016896ed4a1ed6b9f50688b0f8,Hothotfix /ftp folder packing,added retire.js grunt task for checking *unwanted* vulnerabilities (bug: retire:node fails from call stack size),,2025-05-14 07:51:05,juice_shop_security_analysis
commit-7b3ad36f29767c5396a5f464328517694194fb9b,Gruntfile.js,SECURITY-FIX,81b92527640f3262b9c3794fedaa7f402c08faa4,Hotfix broken distribution packages - missed `multer` dependency - missed `ftp` folder,Apply `standard` coding style,,2025-05-14 07:51:06,juice_shop_security_analysis
commit-bed05a78207502d4587a746f7f780a7f49b2e3d2,test/e2e/registerSpec.js,CWE-79,c9853014a529b7eabdf2bc2ba62758aaaa926b23,Disabling XSS earlier (to make re-triggered alert boxes less likely),renamed 'myApp' into 'juiceShop',XSScross-ssitesscripting,2025-05-14 07:51:06,juice_shop_security_analysis
commit-ee5feea08452a844d440bbf1889b8598eb8e8b09,test/e2e/restApiSpec.js,CWE-79,c9853014a529b7eabdf2bc2ba62758aaaa926b23,Disabling XSS earlier (to make re-triggered alert boxes less likely),fixed tests,XSScross-ssitesscripting,2025-05-14 07:51:06,juice_shop_security_analysis
commit-cd85bfbab0dfa9d6048614e7a6dd85bdd4537c14,middleware.js,CWE-89,41d01dad7aefdd7451d7ab646530fa50d437feb5,fixed SQL Injection challenge bug,"fixed ; and "" issues",:SQLNoSQLsinjection,2025-05-14 07:51:07,juice_shop_security_analysis
commit-eeb802c1a6c28c0911a2e93d65e979cd661d35fd,server.js,CWE-89,aee3976f344f5ee56c6a53ab4f20b7a0da08b276,added tests for SQL injection,further challenge solution checks - access control challenges now solvable - error challenge now not solvable by simple 401 any more,:SQLNoSQLsinjection,2025-05-14 07:51:07,juice_shop_security_analysis
commit-ef438cc77e63340beb5dd763e2724e16329f32b8,test/server/productApiSpec.js,CWE-79,6a044c40d431127571e49f876d35283865574d02,repaired XSS challenges,all 4 XSS challenges now solvable,XSScross-ssitesscripting,2025-05-14 07:51:07,juice_shop_security_analysis
commit-0ca0301f01eb390cf415c2a53fedf918394b43b3,app/views/Administration.html,CWE-79,8ea61a4d9f597f072fe9f2a28c4417acf00ac9b6,"""enabled"" XSS for feedback entries",small improvements - favicon added - feedback list put into admin page - created contact-us page,XSScross-ssitesscripting,2025-05-14 07:51:08,juice_shop_security_analysis
commit-eb30823b7d46379f669951baa0bbba97d23394ca,server.js,CWE-352,cc726d5b54e10e12c58ed492c8705ea79abc2e51,added csrf middleware,hashing user password,CSRFcross-ssitesrequestsforgery,2025-05-14 07:51:09,juice_shop_security_analysis
commit-fd4d9139bf0541827e4ec448baa2773aa1ff8ebd,lib/matplotlib/backends/web_backend/mpl.js,CWE-664,ecc297635f13ac0bc60861570d0e93313a491cec,Fixed bug caused by wrong scoping,MNT : js style tweaks,,2025-05-15 07:08:31,matpotlib_security_analysis
commit-f4adec7b569cfd0b30e0f8367ba8618b9e160f92,lib/matplotlib/axes/_base.py,CWE-362,14b5a36ad1ec1a6e1a75c0e9defd428544708128,FIX: don't push race condition on un-pickling,Use six instead of 2to3,racescondition,2025-05-15 07:08:42,matpotlib_security_analysis
commit-0c1956f1faf8ab759b2c0653e9f2d699715c9f97,lib/matplotlib/__init__.py,CWE-362,605778c82468e627c83fda288c860b84e51c17bc,Fix race conditions when making directories---try making them and catch errors rather than checking and then creating.,code reorganization to remove active call to 'get_data_path' from otherwise static list of rcdefault values svn path=/trunk/matplotlib/; revision=3430,racescondition,2025-05-15 07:09:32,matpotlib_security_analysis
commit-e3edae15c6e5969f5432d93eebda6cb27d92e51f,lib/matplotlib/finance.py,CWE-362,605778c82468e627c83fda288c860b84e51c17bc,Fix race conditions when making directories---try making them and catch errors rather than checking and then creating.,efficient support for new Yahoo format in finance.py svn path=/trunk/matplotlib/; revision=3196,racescondition,2025-05-15 07:09:33,matpotlib_security_analysis
commit-f2726c19cbf7271e03cd546458e04c1e1e21c2d8,packages/core/package.json,CWE-937,e0d2ba6c98b8691fa28b72515227952a75e1ac78,chore(core;express;fastify): fix deps with security issues,test: fix tests to make them run ootb,,2025-05-14 16:13:33,nest_security_analysis
commit-99d31e3de58c7cb69503d09d41debe32f0661211,packages/platform-express/package.json,CWE-937,e0d2ba6c98b8691fa28b72515227952a75e1ac78,chore(core;express;fastify): fix deps with security issues,chore(deps): bump tslib from 2.6.2 to 2.6.3 Bumps [tslib](https://github.com/Microsoft/tslib) from 2.6.2 to 2.6.3. - [Release notes](https://github.com/Microsoft/tslib/releases) - [Commits](https://github.com/Microsoft/tslib/compare/v2.6.2...v2.6.3) --- updated-dependencies: - dependency-name: tslib   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] <support@github.com>,,2025-05-14 16:13:34,nest_security_analysis
commit-f0e9b40e2cbae16bb70446577c09812ac286a698,packages/platform-fastify/package.json,CWE-937,e0d2ba6c98b8691fa28b72515227952a75e1ac78,chore(core;express;fastify): fix deps with security issues,chore() publish alpha version (next),,2025-05-14 16:13:35,nest_security_analysis
commit-730439603919b9a38a54477f768b775f1aaf6412,pandas/_libs/meson.build,CWE-362,51135cec59f333b61932bde5b1b99f9c5a92d3cd,BLD: Fix race condition (#54958),BLD: Setup meson builds (#49115),racescondition,2025-05-14 21:53:16,pandas_security_analysis
commit-b342331c5193a4080e4ba7c47a4063caedade38c,doc/source/whatsnew/v0.20.0.txt,CWE-690,3ac83eb3102d9aa9d2dd9d58fe9c92579cf75427,BUG: Fix bug in window function count should count anything non-null,Apply fontsize to both x- and y-axis tick labels (#15161) * Apply fontsize to both x- and y-axis tick labels * Add tests * Add note in whatsnew,,2025-05-14 21:54:16,pandas_security_analysis
commit-fecb2ca8559ceee5ce1e4ecd48c7e8a7560d4ce0,pandas/core/window.py,CWE-690,3ac83eb3102d9aa9d2dd9d58fe9c92579cf75427,BUG: Fix bug in window function count should count anything non-null,COMPAT: Further Expand Compatibility with fromnumeric.py Follow-on to #12810 by expanding compatibility with fromnumeric.py in the following modules:   1) tslib.pyx   2) window.py   3) groupby.py and resample.py (shared classes) Closes #12811. Author: gfyoung <gfyoung17@gmail.com> Closes #13148 from gfyoung/fromnumeric-compat-continued and squashes the following commits: eb4762c [gfyoung] COMPAT: Expand compatibility with fromnumeric.py,,2025-05-14 21:54:17,pandas_security_analysis
commit-391f46af129d214056ec9109caa4c53b7dddfb04,doc/source/whatsnew/v0.16.0.txt,CWE-120,c6c9c0bfc10e24bdd0e4d32f7a8faf7fbc2294b2,BUG: Fix buffer overflows in tokenizer.c with certain malformed input files. GH9205,BUG: allow for empty SparseSeries SparsePanel constructors (GH9272),buffersoverflow,2025-05-14 21:54:32,pandas_security_analysis
commit-ff124f9efec602ad6de552a0ba41428d69615612,doc/source/whatsnew/v0.16.0.txt,CWE-89,337b94d3f5be6d9beca2386f7d0188dfc3e8fa08,BUG: Dynamically created table names allow SQL injection,BUG: fix isnull behavior when passed PeriodIndex with NaT (GH 9129) PERF: use unique and isnull in nunique instead of value_counts.,:SQLNoSQLsinjection,2025-05-14 21:54:32,pandas_security_analysis
commit-db2114aa1d3aa527ffd92ee431bdd164f042b840,vb_suite/suite.py,CWE-502,d9225fb9158e16f35457ac8e39d6d4283571aa56,ENH: support for msgpack serialization/deserialization,TST: renamed io b/c module conflict; made suite check for config,deserialization,2025-05-14 21:54:38,pandas_security_analysis
commit-eaf52459652acc11f0df06f2e4c2ea41b18eeca1,requirements/static/ci/py3.7/windows.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,Let's fake the filesystem instead Signed-off-by: Pedro Algarvio <palgarvio@vmware.com>,,2025-05-15 08:23:47,salt_security_analysis
commit-fa22b3985464f7f8cbfa6f5f3255e1c547d99a67,requirements/static/ci/py3.8/cloud.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,Add pypsexec requirement for cloud tests,,2025-05-15 08:23:48,salt_security_analysis
commit-fe075aaace475a7c5094faa2aaecc0d140584754,requirements/static/ci/py3.9/linux.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,Distro is now a hard dependency Refs #55310 Refs #55835,,2025-05-15 08:23:51,salt_security_analysis
commit-d3fad04d9e942d858b8b348fee586f171370627f,requirements/static/pkg/py3.12/windows.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,Bump to `pycryptodome==3.19.1` and `pycryptodomex==3.19.1` due to https://github.com/advisories/GHSA-j225-cvw7-qrx7 Signed-off-by: Pedro Algarvio <palgarvio@vmware.com>,,2025-05-15 08:23:55,salt_security_analysis
commit-e5c58d9ab9d58851c098ce4cee4eae2e7b5cd953,requirements/static/pkg/py3.7/windows.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,Bump pyzmq to 25.0.2 on Windows,,2025-05-15 08:23:56,salt_security_analysis
commit-f6fd24f125e313e60a36c73f4f8e05cf67b9cb76,requirements/static/pkg/py3.9/linux.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,Upgrade some requirements These requirements should be kept up-to-date as much as possible. Signed-off-by: Pedro Algarvio <palgarvio@vmware.com>,,2025-05-15 08:23:58,salt_security_analysis
commit-fc7d0a929642a132b1743979fe78e2421aedd292,requirements/static/pkg/py3.9/windows.txt,CWE-937,fce314e0114f68d3e07680461eba7e2495850829,Upgrade to `cryptography==42.0.5` due to a few security issues,"Merge freeze into master (#62438) * fixes saltstack/salt#62372 unable to use random shuffle and sample functions as Jinja filters * move random_shuffle and random_sample logic to utils * static seed in tests seems to have shifted * static seed in tests require hash module * Change Tiamat to onedir in release notes * Reinstate known issues * Update release notes with onedir package support policy * need to check the version of Netmiko python library and then import the exceptions from different locations depending on the result. * Adding changelog. * swap out if...else for double try...except. * Remove extra fix we don't need anymore * [Docs] include onedir system python note * Update all platforms to use pycparser 2.21 or greater for Py 3.9 or higher; fixes fips fault with openssl v3.x * Remove the PyObjC dependency Signed-off-by: Pedro Algarvio <palgarvio@vmware.com> * Add ""<tiamat> python"" subcommand to allow execution or arbitrary scripts via bundled Python runtime * Document usage of bundled Python runtime for Client API * Use explicit locals for custom script execution; handle exception in similar fashion as Python * Remove old __file__ replacement * Apply suggestions from code review Co-authored-by: Pedro Algarvio <pedro@algarvio.me> Co-authored-by: nicholasmhughes <nicholasmhughes@gmail.com> Co-authored-by: Alyssa Rock <alyssa.rock@gmail.com> Co-authored-by: Gareth J. Greenaway <gareth@saltstack.com> Co-authored-by: Twangboy <leesh@vmware.com> Co-authored-by: David Murphy < dmurphy@saltstack.com> Co-authored-by: Pedro Algarvio <palgarvio@vmware.com> Co-authored-by: Lukas Raska <lukas@raska.me> Co-authored-by: Pedro Algarvio <pedro@algarvio.me>",,2025-05-15 08:23:58,salt_security_analysis
