vulnerability_id,file_path,cwe_id,fix_commit_hash,original_commit_hash,vulnerability_type,evaluation_result,evaluation_details,detected_line_numbers,created_at,repository,source_tool
commit-ff1b19da6761217ed1b14cc7e94c6438903565d8,docs/ref/csrf.txt,CWE-352,aceee39d44994df20d13104e55ae61845d7a1e95,ff1b19da6761217ed1b14cc7e94c6438903565d8,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 19:50:41,django_security_analysis,gpt-4
commit-ff3e1a7d40c783e9df3d38f327548d3ad2edcfab,docs/topics/auth.txt,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,ff3e1a7d40c783e9df3d38f327548d3ad2edcfab,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 19:50:44,django_security_analysis,gpt-4
commit-ff410565bf1cf1a2905c1ef83db408d455211446,docs/ref/templates/builtins.txt,CWE-79,d3db878e4beff057400dd780c24f3601a5d31f95,ff410565bf1cf1a2905c1ef83db408d455211446,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[0,0]",2025-05-14 19:50:57,django_security_analysis,gpt-4
commit-ff420b43647dd7f149f000efd2c7eb077f6ba5cf,docs/ref/settings.txt,CWE-352,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,ff420b43647dd7f149f000efd2c7eb077f6ba5cf,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 19:51:00,django_security_analysis,gpt-4
commit-ff46f0fbcf601be73a7f0866986aa96abac79e8e,AUTHORS,CWE-362,6d31e431c3bb09cf386c0fbef169a5307e689775,ff46f0fbcf601be73a7f0866986aa96abac79e8e,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 19:51:02,django_security_analysis,gpt-4
commit-ff486b9fba1eaffdf204c4b0ee8babf0d3627725,django/template/context.py,CWE-79,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,ff486b9fba1eaffdf204c4b0ee8babf0d3627725,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[11,63]",2025-05-14 19:51:14,django_security_analysis,gpt-4
commit-ff60c5f9de3e8690d1e86f3e9e3f7248a15397c8,django/core/serializers/python.py,CWE-502,278dad5b411e3e2ba8b428f7761882424353dea7,ff60c5f9de3e8690d1e86f3e9e3f7248a15397c8,deserialization,TP,Correctly detected vulnerability (CWE CWE-502),"[58,92]",2025-05-14 19:53:55,django_security_analysis,gpt-4
commit-ff8020ed49571b0fece67d10d7398d5f57cbaa74,docs/ref/settings.txt,CWE-352,3d4ffd1ff0eb9343ee41de77caf6ae427b6e873c,ff8020ed49571b0fece67d10d7398d5f57cbaa74,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 19:54:00,django_security_analysis,gpt-4
commit-ffa548fb561d4e32b42566cc67a2499a5e321944,django/views/csrf.py,CWE-79,347551c2a1bc78b3a5886be6adde0c8151001acc,ffa548fb561d4e32b42566cc67a2499a5e321944,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[1,73]",2025-05-14 19:54:10,django_security_analysis,gpt-4
commit-ffc37e2343a93cf6d44247e20cd263b41f931716,tests/cache/tests.py,CWE-524,229c9c6653356a0bc23846d83b2d4b5d0438a145,ffc37e2343a93cf6d44247e20cd263b41f931716,,FN,Missed vulnerability: CWE CWE-524,,2025-05-14 19:54:14,django_security_analysis,gpt-4
commit-fff5dbe59ca629c295480693f045f03537858eee,django/template/defaulttags.py,CWE-352,98019df855fb8fb93e4e9505afeedcad29da3125,fff5dbe59ca629c295480693f045f03537858eee,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 19:54:17,django_security_analysis,gpt-4
commit-fff7b507ef2f85bb47abd2ee32982682d7822ac4,django/http/request.py,CWE-352,b0c56b895fd2694d7f5d4595bdbbc41916607f45,fff7b507ef2f85bb47abd2ee32982682d7822ac4,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[1,1]",2025-05-14 19:54:41,django_security_analysis,gpt-4
commit-1f458eb17701ee58845e03be639dd9420a697f76,spec/api-debugger-spec.js,CWE-311,28b150f6dc71fd8229e9e26d850a5bbd3281d62b,1f458eb17701ee58845e03be639dd9420a697f76,racescondition,FP,"False positive: AI reported CWE-311, expected CWE-362","[1,1]",2025-05-14 16:53:35,electron_security_analysis,gpt-4
commit-6b5bd3b6ceb9457b091171bbde40700be71c66dd,lib/browser/rpc-server.js,CWE-749,0ac883c6d4d268d300f2ceba13946ce70e17e138,6b5bd3b6ceb9457b091171bbde40700be71c66dd,racescondition,FP,"False positive: AI reported CWE-749, expected CWE-362","[1,299]",2025-05-14 16:53:52,electron_security_analysis,gpt-4
commit-709563c09047924b79d714402b86ab8cf772bc5e,browser/net/atom_url_request_context_getter.cc,CWE-312,3576c6d2ffa5622d8d596caedd1805582966190a,709563c09047924b79d714402b86ab8cf772bc5e,racescondition,FP,"False positive: AI reported CWE-312, expected CWE-362",[36],2025-05-14 16:54:07,electron_security_analysis,gpt-4
commit-958658513c0b33aa90694ec2797c995526e5555a,atom/browser/ui/win/taskbar_host.cc,CWE-120,4013b652ff1e0cab465b2319b6521be799a825f4,958658513c0b33aa90694ec2797c995526e5555a,buffersoverflow,TP,Correctly detected vulnerability (CWE CWE-120),[76],2025-05-14 16:54:14,electron_security_analysis,gpt-4
commit-96d53d279ec79bcd86e53b7f1aeb840ca32774c5,atom/browser/net/js_asker.cc,CWE-762,b2cef31bc00a0d7278cb6a1e2ee74f85da1e8c38,96d53d279ec79bcd86e53b7f1aeb840ca32774c5,racescondition,FP,"False positive: AI reported CWE-762, expected CWE-362",[36],2025-05-14 16:54:24,electron_security_analysis,gpt-4
commit-c9fbde321c5595430fa869774f4bb942470e9221,atom/browser/api/atom_api_desktop_capturer.cc,CWE-312,77a49460699fb4683fb72cd27fa6bb1b02239d89,c9fbde321c5595430fa869774f4bb942470e9221,racescondition,FP,"False positive: AI reported CWE-312, expected CWE-362","[15,37]",2025-05-14 16:54:36,electron_security_analysis,gpt-4
commit-de016e72a57fb50622ace268f80310459406ae28,script/lib/config.py,CWE-22,8a6ba7c49ff5a897d736dd20923d12d7ac327973,de016e72a57fb50622ace268f80310459406ae28,racescondition,FP,"False positive: AI reported CWE-22, expected CWE-362","[29,31]",2025-05-14 16:54:54,electron_security_analysis,gpt-4
commit-f974a6bda9a32487bb021cb6ec221f5100a770c1,atom/browser/api/atom_api_web_contents.h,CWE-362,0ac883c6d4d268d300f2ceba13946ce70e17e138,f974a6bda9a32487bb021cb6ec221f5100a770c1,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:54:57,electron_security_analysis,gpt-4
commit-fa2bfd3ff55dd1ad39e0669048a8dfa58285dabf,lib/browser/api/web-contents.js,CWE-79,ad9e64d086d8a5d12a046b6a38ed54d371068ee2,fa2bfd3ff55dd1ad39e0669048a8dfa58285dabf,racescondition,FP,"False positive: AI reported CWE-79, expected CWE-362","[191,193]",2025-05-14 16:55:13,electron_security_analysis,gpt-4
commit-fbb8e61958c8950455883e2a4ae12088ba030a12,atom/common/options_switches.h,CWE-497,0ac883c6d4d268d300f2ceba13946ce70e17e138,fbb8e61958c8950455883e2a4ae12088ba030a12,racescondition,FP,"False positive: AI reported CWE-497, expected CWE-362","[5,55]",2025-05-14 16:55:25,electron_security_analysis,gpt-4
commit-ff1b7d18f6499b73803ccee69037fb3b4b8bebf4,lib/renderer/api/remote.js,CWE-749,b499d57cfdfd3ee52312d2a8cbe3373bb4d77ceb,ff1b7d18f6499b73803ccee69037fb3b4b8bebf4,deserialization,FP,"False positive: AI reported CWE-749, expected CWE-502","[1,168]",2025-05-14 16:55:39,electron_security_analysis,gpt-4
commit-ff5081816f77549ab35f1fd64829a016752e4318,spec/api-web-contents-spec.js,CWE-319,932ffdc1e16e69bebbfb715a88567cf14aa4c7a4,ff5081816f77549ab35f1fd64829a016752e4318,racescondition,FP,"False positive: AI reported CWE-319, expected CWE-362","[219,219]",2025-05-14 16:55:53,electron_security_analysis,gpt-4
commit-f95dbc28fdb483dbd45b436386cf0db77322eb43,package.json,CWE-22,82de4de5ab92e8237d713285104e4b8452927352,f95dbc28fdb483dbd45b436386cf0db77322eb43,pathstraversal,FN,Missed vulnerability: CWE CWE-22,,2025-05-14 19:40:07,express_security_analysis,gpt-4
commit-ff0384e610b6fa30f97ddaa6f30c19d14cad459d,package.json,CWE-937,58f2057ba7771b999816b739c7f20598abde8393,ff0384e610b6fa30f97ddaa6f30c19d14cad459d,racescondition,FP,"False positive: AI reported CWE-937, expected CWE-362","[14,25]",2025-05-14 19:40:17,express_security_analysis,gpt-4
commit-ade490514dd6d83adc7610f69f9c4cd68df47110,tests/flask_tests.py,CWE-79,9f6bc93e4de36fc209eb1203845e9505df1ca379,ade490514dd6d83adc7610f69f9c4cd68df47110,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[183],2025-05-14 19:13:04,flask_security_analysis,gpt-4
commit-0ca0301f01eb390cf415c2a53fedf918394b43b3,app/views/Administration.html,CWE-79,8ea61a4d9f597f072fe9f2a28c4417acf00ac9b6,0ca0301f01eb390cf415c2a53fedf918394b43b3,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[13,13]",2025-05-14 07:51:25,juice_shop_security_analysis,gpt-4
commit-0e4fa0dbedabf6b98f8a87822b9b38829f88b15b,frontend/src/app/administration/administration.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,0e4fa0dbedabf6b98f8a87822b9b38829f88b15b,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[18],2025-05-14 07:51:32,juice_shop_security_analysis,gpt-4
commit-1f03945c2d996a5d718b8a098e5e1161f551132e,test/e2e/metricsSpec.js,CWE-200,1cba5476a84ae313b226078ae99bda2eac5a5301,1f03945c2d996a5d718b8a098e5e1161f551132e,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-200, expected CWE-79","[12,12]",2025-05-14 07:51:36,juice_shop_security_analysis,gpt-4
commit-22bab9509f796cdfde0444e4766936bb59e1962a,frontend/src/hacking-instructor/challenges/xssTier1.ts,CWE-79,5b739aac918a4173876499a0158dc0c1c5f4e31e,22bab9509f796cdfde0444e4766936bb59e1962a,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[1,37]",2025-05-14 07:51:41,juice_shop_security_analysis,gpt-4
commit-289492d5097fba480ac4b46b8a7c572f37183cf2,test/api/searchApiSpec.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,289492d5097fba480ac4b46b8a7c572f37183cf2,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[23,23]",2025-05-14 07:51:51,juice_shop_security_analysis,gpt-4
commit-2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,data/static/challenges.yml,CWE-79,e2859b81e6571201dd4918e387483312914fe749,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[],2025-05-14 07:52:27,juice_shop_security_analysis,gpt-4
commit-36b5562cbb94f8de99d28d072dfb25da3e8e619f,data/static/challenges.yml,CWE-352,08cd87c9cb5384baaac235338a8d7c3f9ba582cd,36b5562cbb94f8de99d28d072dfb25da3e8e619f,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 07:52:29,juice_shop_security_analysis,gpt-4
commit-4c4fe4a1ed5748f281afc9329feb457b1c028cee,data/static/challenges.yml,CWE-502,eb4a0b537983b85706728f1ee88067300ccffc89,4c4fe4a1ed5748f281afc9329feb457b1c028cee,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 07:52:32,juice_shop_security_analysis,gpt-4
commit-513e982a2789414c3150969418e50c0a7070ae34,.gitignore,CWE-200,44e3f90926c1e60e04b0a93e4b40171c8cbda297,513e982a2789414c3150969418e50c0a7070ae34,,FP,"False positive: AI reported CWE-200, expected SECURITY-FIX","[1,34]",2025-05-14 07:52:42,juice_shop_security_analysis,gpt-4
commit-5565e4456734d6ab9e290b90b1b203857eafdc09,test/e2e/trackingOrderSpec.js,CWE-79,68005b2c2bd1765d934af00be063356b7c9f3af1,5565e4456734d6ab9e290b90b1b203857eafdc09,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[14],2025-05-14 07:52:52,juice_shop_security_analysis,gpt-4
commit-5f1746fe9e6a68bd60bdcdf8509d22e9ebf9804f,data/static/codefixes/restfulXssChallenge.info.yml,CWE-79,7786bda494c3ea15fe4fa42293bd8b59eca3794e,5f1746fe9e6a68bd60bdcdf8509d22e9ebf9804f,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[],2025-05-14 07:53:07,juice_shop_security_analysis,gpt-4
commit-6a1419c794f690ac51ea0952892f74125390c8c5,test/e2e/privacyPolicySpec.js,CWE-79,1cba5476a84ae313b226078ae99bda2eac5a5301,6a1419c794f690ac51ea0952892f74125390c8c5,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 07:53:10,juice_shop_security_analysis,gpt-4
commit-76f60f113bac70ffca73be9a52fc22226df3d808,test/e2e/searchSpec.js,CWE-79,cccac2ada412309eef313dcede2007af1b531dad,76f60f113bac70ffca73be9a52fc22226df3d808,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[14,20]",2025-05-14 07:53:23,juice_shop_security_analysis,gpt-4
commit-79d3a4618f456292339bc4472d2c450723389967,app.json,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,79d3a4618f456292339bc4472d2c450723389967,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 07:53:25,juice_shop_security_analysis,gpt-4
commit-7b3ad36f29767c5396a5f464328517694194fb9b,Gruntfile.js,CWE-79,81b92527640f3262b9c3794fedaa7f402c08faa4,7b3ad36f29767c5396a5f464328517694194fb9b,,FP,"False positive: AI reported CWE-79, expected SECURITY-FIX","[24,26]",2025-05-14 07:53:39,juice_shop_security_analysis,gpt-4
commit-8274f37cf7b4712ae492f25e7dd072f9191d0c17,frontend/src/app/last-login-ip/last-login-ip.component.html,CWE-79,29ff826856af9b933504eabedc0d21b471e4afea,8274f37cf7b4712ae492f25e7dd072f9191d0c17,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[3],2025-05-14 07:53:44,juice_shop_security_analysis,gpt-4
commit-834d38ba759291915bac4e5a5ec29de129545131,lib/startup/customizeEasterEgg.js,CWE-79,1cba5476a84ae313b226078ae99bda2eac5a5301,834d38ba759291915bac4e5a5ec29de129545131,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[25],2025-05-14 07:53:56,juice_shop_security_analysis,gpt-4
commit-83a6c6a839cca25e4019d0afd1f310bc6e88c809,test/e2e/registerSpec.js,CWE-79,17f9e73fc1868b7f936ed98ad332544521c39f7e,83a6c6a839cca25e4019d0afd1f310bc6e88c809,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[11,11]",2025-05-14 07:54:03,juice_shop_security_analysis,gpt-4
commit-84fd4105a3f5468f1617d6839d2e137c0e35f59d,config/mozilla.yml,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,84fd4105a3f5468f1617d6839d2e137c0e35f59d,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[142],2025-05-14 07:54:18,juice_shop_security_analysis,gpt-4
commit-9166babc16ee11e8956c8703368da4ae6acef624,frontend/src/app/track-order/track-order.component.html,CWE-79,2dea370ba8301dc219cbbab44a5ebe1d4ddd6c84,9166babc16ee11e8956c8703368da4ae6acef624,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 07:54:20,juice_shop_security_analysis,gpt-4
commit-926278a8579c41a4917005e616475d4dc1631757,config/sickshop.yml,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,926278a8579c41a4917005e616475d4dc1631757,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[17,17]",2025-05-14 07:54:36,juice_shop_security_analysis,gpt-4
commit-9415e74fac7d1c60498c0e640b5c0a23d5ed54e1,config/default.yml,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,9415e74fac7d1c60498c0e640b5c0a23d5ed54e1,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[1,143]",2025-05-14 07:54:57,juice_shop_security_analysis,gpt-4
commit-9467e4a0e12fbc67e78399b65ea0c88bc1051e93,test/e2e/administrationSpec.js,CWE-306,1cba5476a84ae313b226078ae99bda2eac5a5301,9467e4a0e12fbc67e78399b65ea0c88bc1051e93,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-306, expected CWE-79","[6,8]",2025-05-14 07:55:11,juice_shop_security_analysis,gpt-4
commit-94cf846a98fde927e4016afb84c3fe7141420105,test/e2e/searchSpec.js,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,94cf846a98fde927e4016afb84c3fe7141420105,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[14,20]",2025-05-14 07:55:22,juice_shop_security_analysis,gpt-4
commit-9546e61c93f6907209d0e593c1693ac784043b06,Dockerfile.arm,CWE-494,87a6365c283e4176c32e654bd9a69f7e9c1a5959,9546e61c93f6907209d0e593c1693ac784043b06,,FP,"False positive: AI reported CWE-494, expected SECURITY-FIX","[5,6]",2025-05-14 07:55:34,juice_shop_security_analysis,gpt-4
commit-9b6b0b5e49ca4122f0d6daa7433d3d2c1833ce38,test/e2e/profileSpec.js,CWE-79,bc13aea27589d83018a5b815d973070511971485,9b6b0b5e49ca4122f0d6daa7433d3d2c1833ce38,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[24,38]",2025-05-14 07:55:48,juice_shop_security_analysis,gpt-4
commit-a1fe7c609f5dc40475cc689c768483f624b71962,config/bodgeit.yml,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,a1fe7c609f5dc40475cc689c768483f624b71962,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 07:55:51,juice_shop_security_analysis,gpt-4
commit-a25885a72383591306b54b8a3acb578ed5689a39,test/client/searchresultControllerSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,a25885a72383591306b54b8a3acb578ed5689a39,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[26,26]",2025-05-14 07:55:58,juice_shop_security_analysis,gpt-4
commit-a26ea444a7915b88ad5272415c085c672646245b,test/e2e/changePasswordSpec.js,CWE-352,72c749cca6fafef2e76224e7ff64536ecbc2e8d2,a26ea444a7915b88ad5272415c085c672646245b,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[23],2025-05-14 07:56:05,juice_shop_security_analysis,gpt-4
commit-a33e19ba64a811fb2ae8cc2f3083582023e3f872,test/client/feedbackControllerSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,a33e19ba64a811fb2ae8cc2f3083582023e3f872,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[34],2025-05-14 07:56:09,juice_shop_security_analysis,gpt-4
commit-a3895b9d230b98bdfde610d08bcbbb6e12d1f46f,SECURITY.md,SECURITY-FIX,303a554f747b8d6326006198d3cdbfb16faf505a,a3895b9d230b98bdfde610d08bcbbb6e12d1f46f,,FN,Missed vulnerability: CWE SECURITY-FIX,,2025-05-14 07:56:10,juice_shop_security_analysis,gpt-4
commit-a3c6f26b16a340a3b2bf0c87db499095625f86cd,models/feedback.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,a3c6f26b16a340a3b2bf0c87db499095625f86cd,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[31,32]",2025-05-14 07:56:20,juice_shop_security_analysis,gpt-4
commit-a5bc75130b02ce26fefdc9fc32662e02bc90ad62,data/static/codefixes/noSqlReviewsChallenge_2.ts,CWE-943,3d1752e3716e29c7a25c31d8cd311f1870f51843,a5bc75130b02ce26fefdc9fc32662e02bc90ad62,:SQLNoSQLsinjection,FP,"False positive: AI reported CWE-943, expected CWE-89","[6,6]",2025-05-14 07:56:34,juice_shop_security_analysis,gpt-4
commit-a7deff5d75b14b6d349039011951191e2e3f6799,frontend/src/app/search-result/search-result.component.spec.ts,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,a7deff5d75b14b6d349039011951191e2e3f6799,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[60],2025-05-14 07:56:43,juice_shop_security_analysis,gpt-4
commit-a81cbe5261dbac1b79116d6091052042cb1494ac,Dockerfile,CWE-792,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,a81cbe5261dbac1b79116d6091052042cb1494ac,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-792, expected CWE-79",[5],2025-05-14 07:57:02,juice_shop_security_analysis,gpt-4
commit-a92b5eae543b343d7eb2372effbcdc7d0fbeb765,test/api/userApiSpec.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,a92b5eae543b343d7eb2372effbcdc7d0fbeb765,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[47,47]",2025-05-14 07:57:28,juice_shop_security_analysis,gpt-4
commit-ad193876bfe6edd7501ed91366e0b22125332f7b,test/e2e/b2bOrderSpec.js,CWE-400,1cba5476a84ae313b226078ae99bda2eac5a5301,ad193876bfe6edd7501ed91366e0b22125332f7b,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-400, expected CWE-79","[7,7]",2025-05-14 07:57:42,juice_shop_security_analysis,gpt-4
commit-ada4efdb19c15bf36bfd2f139027cf54aaf21a2a,test/server/feedbackApiSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,ada4efdb19c15bf36bfd2f139027cf54aaf21a2a,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[47,47]",2025-05-14 07:58:01,juice_shop_security_analysis,gpt-4
commit-af27a6c601f54e35fa11c740d90a3a7240b954b4,data/static/challenges.yml,CWE-79,2dea370ba8301dc219cbbab44a5ebe1d4ddd6c84,af27a6c601f54e35fa11c740d90a3a7240b954b4,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 07:58:04,juice_shop_security_analysis,gpt-4
commit-afbea8d152416c00f6ca1e8d51d85bec2cb64dea,config/7ms.yml,CWE-209,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,afbea8d152416c00f6ca1e8d51d85bec2cb64dea,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-209, expected CWE-79",[47],2025-05-14 08:00:31,juice_shop_security_analysis,gpt-4
commit-b2edd1040eca365cbba30d5c7306f9300961ccd4,test/e2e/profileSpec.js,CWE-79,b983818599dca05ad2ab7d10b97c6d0f1204dd64,b2edd1040eca365cbba30d5c7306f9300961ccd4,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[40,52]",2025-05-14 08:00:41,juice_shop_security_analysis,gpt-4
commit-b94cf05cc9e9f35229d3e62feb2ac9daee0e8b39,frontend/src/app/navbar/languages.ts,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,b94cf05cc9e9f35229d3e62feb2ac9daee0e8b39,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:00:43,juice_shop_security_analysis,gpt-4
commit-baf6e6eb2a245e46fecec1525969a15d3ddb8b42,routes/updateUserProfile.js,CWE-79,ac7672466eb9c6358a53f81fa2e0b1abb171a823,baf6e6eb2a245e46fecec1525969a15d3ddb8b42,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[8],2025-05-14 08:01:05,juice_shop_security_analysis,gpt-4
commit-bd4f6cc131ace9087b8a85e3eeec14f8c98ac629,app/js/services/TrackOrderService.js,CWE-319,5565e4456734d6ab9e290b90b1b203857eafdc09,bd4f6cc131ace9087b8a85e3eeec14f8c98ac629,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-319, expected CWE-79",[8],2025-05-14 08:01:11,juice_shop_security_analysis,gpt-4
commit-be3463c52d26fe9b15eb6ef4d700e685c5934fce,data/static/challenges.yml,CWE-79,efe8939bfc58dc3d6dcde037f34e4395a4b20666,be3463c52d26fe9b15eb6ef4d700e685c5934fce,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:01:12,juice_shop_security_analysis,gpt-4
commit-bed05a78207502d4587a746f7f780a7f49b2e3d2,test/e2e/registerSpec.js,CWE-79,c9853014a529b7eabdf2bc2ba62758aaaa926b23,bed05a78207502d4587a746f7f780a7f49b2e3d2,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[23,23]",2025-05-14 08:01:24,juice_shop_security_analysis,gpt-4
commit-c1ccf7243a6fa7a44a84cd5a4b2f1e5497d055fe,test/e2e/forgedJwtSpec.js,CWE-347,1cba5476a84ae313b226078ae99bda2eac5a5301,c1ccf7243a6fa7a44a84cd5a4b2f1e5497d055fe,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-347, expected CWE-79","[7,9]",2025-05-14 08:01:33,juice_shop_security_analysis,gpt-4
commit-c30003a1bbe49b526b8a23d28dad493e81b70c7f,test/api/feedbackApiSpec.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,c30003a1bbe49b526b8a23d28dad493e81b70c7f,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[23,23]",2025-05-14 08:01:56,juice_shop_security_analysis,gpt-4
commit-c3dd1fd74d3806051cd175c725f86b4b7171dfdd,data/static/i18n/uk_UA.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,c3dd1fd74d3806051cd175c725f86b4b7171dfdd,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352",[3],2025-05-14 08:02:59,juice_shop_security_analysis,gpt-4
commit-c4b3feec0f163812513471de870d2d18e77d9953,test/e2e/profileSpec.js,CWE-79,206ba65add7cf38b5de3e6599711d41553e5f4b0,c4b3feec0f163812513471de870d2d18e77d9953,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[42,48]",2025-05-14 08:03:15,juice_shop_security_analysis,gpt-4
commit-c72506585ab69f4c0ab36df81e4dbfdfef488b8e,test/e2e/registerSpec.js,CWE-79,64059e1070621f91fd4db68de5f64e64fa219a6f,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[12,12]",2025-05-14 08:03:20,juice_shop_security_analysis,gpt-4
commit-c7c42c85ce7bd6020c1cd73a0962bc92f5f8ad6c,test/e2e/trackingOrderSpec.js,CWE-79,a81af8d6a37dc5531818360fb69a47488abe2526,c7c42c85ce7bd6020c1cd73a0962bc92f5f8ad6c,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[14],2025-05-14 08:03:26,juice_shop_security_analysis,gpt-4
